time,temperature_2m,relative_humidity_2m,surface_pressure,cloud_cover,wind_speed_10m,shortwave_radiation,mesto
2026-04-02T18:00,9.9,46,987.5,0,9.0,10.0,Praha
2026-04-03T05:00,1.8,79,988.9,16,10.6,4.0,Praha
2026-04-03T06:00,2.8,74,989.9,17,10.1,89.0,Praha
2026-04-03T07:00,5.3,65,990.7,43,4.8,220.0,Praha
2026-04-03T08:00,8.2,55,991.2,38,3.6,373.0,Praha
2026-04-03T09:00,10.4,48,991.2,9,3.9,521.0,Praha
2026-04-03T10:00,11.9,45,991.0,41,4.9,653.0,Praha
2026-04-03T11:00,12.9,43,990.3,100,7.5,576.0,Praha
2026-04-03T12:00,12.9,42,990.4,100,11.4,324.0,Praha
2026-04-03T13:00,12.8,43,990.1,94,13.3,248.0,Praha
2026-04-03T14:00,13.1,42,989.8,77,14.0,252.0,Praha
2026-04-03T15:00,13.6,40,989.4,62,12.8,242.0,Praha
2026-04-03T16:00,13.4,40,989.1,83,13.9,169.0,Praha
2026-04-03T17:00,12.5,43,989.5,44,12.6,75.0,Praha
2026-04-03T18:00,11.2,48,990.0,26,9.3,9.0,Praha
2026-04-04T05:00,8.1,67,990.4,100,15.5,3.0,Praha
2026-04-04T06:00,8.9,69,990.9,52,16.9,30.0,Praha
2026-04-04T07:00,10.6,66,991.5,88,16.8,229.0,Praha
2026-04-04T08:00,12.4,62,991.9,100,19.5,359.0,Praha
2026-04-04T09:00,12.1,66,992.7,100,18.8,115.0,Praha
2026-04-04T10:00,12.6,64,992.8,100,20.4,177.0,Praha
2026-04-04T11:00,13.8,58,992.8,100,20.5,302.0,Praha
2026-04-04T12:00,14.3,54,993.3,98,19.5,323.0,Praha
2026-04-04T13:00,14.9,52,993.4,91,18.6,266.0,Praha
2026-04-04T14:00,15.1,51,993.3,100,17.4,252.0,Praha
2026-04-04T15:00,14.9,52,993.4,100,14.5,204.0,Praha
2026-04-04T16:00,14.8,52,993.5,79,11.8,112.0,Praha
2026-04-04T17:00,14.1,55,993.7,100,8.4,50.0,Praha
2026-04-04T18:00,13.7,60,994.2,92,8.6,5.0,Praha
2026-04-05T05:00,7.9,91,992.6,39,12.7,6.0,Praha
2026-04-05T06:00,9.6,80,992.5,50,13.1,96.0,Praha
2026-04-05T07:00,12.1,69,992.5,48,13.0,249.0,Praha
2026-04-05T08:00,15.2,58,992.3,41,17.1,413.0,Praha
2026-04-05T09:00,17.6,50,991.8,95,19.1,556.0,Praha
2026-04-05T10:00,19.6,44,991.4,34,18.5,641.0,Praha
2026-04-05T11:00,21.6,32,990.9,82,21.1,700.0,Praha
2026-04-05T12:00,22.2,29,990.2,55,23.2,715.0,Praha
2026-04-05T13:00,22.6,29,989.5,52,24.2,655.0,Praha
2026-04-05T14:00,22.0,32,989.2,88,26.1,535.0,Praha
2026-04-05T15:00,22.4,30,988.5,98,25.9,364.0,Praha
2026-04-05T16:00,22.1,25,988.6,85,26.1,253.0,Praha
2026-04-05T17:00,20.6,31,989.2,99,22.4,107.0,Praha
2026-04-05T18:00,19.7,29,989.5,100,19.1,11.0,Praha
2026-04-06T05:00,8.6,56,998.0,84,15.3,7.0,Praha
2026-04-06T06:00,8.9,52,998.7,87,10.2,101.0,Praha
2026-04-06T07:00,10.1,46,999.1,58,14.5,240.0,Praha
2026-04-06T08:00,11.4,36,999.5,72,18.6,438.0,Praha
2026-04-06T09:00,12.3,30,999.6,71,20.6,487.0,Praha
2026-04-06T10:00,13.0,27,999.7,47,18.0,663.0,Praha
2026-04-06T11:00,13.8,23,999.4,93,18.1,735.0,Praha
2026-04-06T12:00,13.8,23,999.7,95,18.4,728.0,Praha
2026-04-06T13:00,14.1,23,999.2,46,16.4,666.0,Praha
2026-04-06T14:00,14.4,23,998.8,2,16.0,587.0,Praha
2026-04-06T15:00,14.0,24,998.6,2,16.2,452.0,Praha
2026-04-06T16:00,13.4,25,998.5,0,15.3,294.0,Praha
2026-04-06T17:00,12.4,28,998.6,0,14.9,131.0,Praha
2026-04-06T18:00,11.6,29,998.6,0,10.3,15.0,Praha
2026-04-07T05:00,3.8,60,999.0,2,6.3,9.0,Praha
2026-04-07T06:00,4.8,57,999.5,0,6.4,109.0,Praha
2026-04-07T07:00,7.7,46,999.8,0,4.9,270.0,Praha
2026-04-07T08:00,9.8,37,999.7,0,9.9,436.0,Praha
2026-04-07T09:00,11.1,26,999.7,0,11.9,578.0,Praha
2026-04-07T10:00,12.4,19,999.2,2,12.5,684.0,Praha
2026-04-07T11:00,13.4,20,998.7,0,13.2,736.0,Praha
2026-04-07T12:00,14.1,18,998.2,1,13.7,742.0,Praha
2026-04-07T13:00,14.9,16,997.8,29,15.5,693.0,Praha
2026-04-07T14:00,14.8,16,997.3,6,17.0,597.0,Praha
2026-04-07T15:00,14.1,17,997.3,0,17.9,464.0,Praha
2026-04-07T16:00,12.6,23,997.6,0,19.6,302.0,Praha
2026-04-07T17:00,10.9,36,998.5,0,17.7,135.0,Praha
2026-04-07T18:00,11.1,37,998.6,1,14.2,17.0,Praha
2026-04-08T05:00,1.4,69,1001.9,0,2.6,11.0,Praha
2026-04-08T06:00,2.8,62,1002.4,0,1.9,118.0,Praha
2026-04-08T07:00,5.2,49,1002.7,2,1.2,283.0,Praha
2026-04-08T08:00,7.8,40,1002.9,8,2.3,448.0,Praha
2026-04-08T09:00,9.6,33,1002.7,27,4.9,589.0,Praha
2026-04-08T10:00,10.9,29,1002.2,0,5.9,694.0,Praha
2026-04-08T11:00,11.9,28,1001.6,2,7.2,754.0,Praha
2026-04-08T12:00,12.9,25,1000.8,14,8.8,759.0,Praha
2026-04-08T13:00,13.6,23,1000.4,9,10.2,708.0,Praha
2026-04-08T14:00,13.6,24,999.6,0,11.3,602.0,Praha
2026-04-08T15:00,13.0,26,999.3,0,13.9,468.0,Praha
2026-04-08T16:00,11.9,30,999.4,0,14.4,306.0,Praha
2026-04-08T17:00,11.1,31,999.5,0,11.8,139.0,Praha
2026-04-08T18:00,10.6,32,999.4,1,5.9,19.0,Praha
2026-04-09T05:00,1.8,69,997.8,100,5.3,11.0,Praha
2026-04-09T06:00,2.8,64,998.1,100,5.1,111.0,Praha
2026-04-09T07:00,4.7,56,998.3,100,3.9,263.0,Praha
2026-04-09T08:00,7.0,50,998.0,100,4.3,425.0,Praha
2026-04-09T09:00,9.0,40,997.5,91,7.5,570.0,Praha
2026-04-09T10:00,10.4,27,996.9,85,9.2,688.0,Praha
2026-04-09T11:00,11.6,20,996.0,82,9.4,762.0,Praha
2026-04-09T12:00,12.4,16,995.3,60,9.4,773.0,Praha
2026-04-09T13:00,13.1,15,994.6,5,10.3,727.0,Praha
2026-04-09T14:00,13.1,16,994.0,0,11.9,628.0,Praha
2026-04-09T15:00,12.6,17,993.5,0,12.7,488.0,Praha
2026-04-09T16:00,11.8,20,993.0,0,12.3,322.0,Praha
2026-04-09T17:00,10.2,25,993.0,0,13.6,150.0,Praha
2026-04-09T18:00,9.2,25,993.3,0,12.9,21.0,Praha
2026-04-10T05:00,1.0,58,991.7,100,5.4,8.0,Praha
2026-04-10T06:00,1.8,57,991.8,100,3.5,42.0,Praha
2026-04-10T07:00,2.5,53,991.8,100,4.9,78.0,Praha
2026-04-10T08:00,3.1,52,992.0,100,3.7,87.0,Praha
2026-04-10T09:00,3.8,52,992.4,100,3.6,130.0,Praha
2026-04-10T10:00,3.5,60,992.7,100,3.5,102.0,Praha
2026-04-10T11:00,4.0,60,992.2,100,5.5,123.0,Praha
2026-04-10T12:00,4.9,60,992.1,100,6.3,185.0,Praha
2026-04-10T13:00,6.1,59,991.8,100,6.1,204.0,Praha
2026-04-10T14:00,6.3,61,991.6,100,7.1,227.0,Praha
2026-04-10T15:00,5.8,64,991.9,100,8.1,136.0,Praha
2026-04-10T16:00,6.0,64,992.2,100,6.7,85.0,Praha
2026-04-10T17:00,5.9,65,992.4,100,5.9,33.0,Praha
2026-04-10T18:00,5.0,72,993.2,100,6.7,7.0,Praha
2026-04-11T05:00,-0.2,97,993.2,1,4.5,15.0,Praha
2026-04-11T06:00,0.8,94,993.9,99,2.5,122.0,Praha
2026-04-11T07:00,2.8,86,994.2,70,2.2,229.0,Praha
2026-04-11T08:00,5.2,72,994.1,54,4.1,391.0,Praha
2026-04-11T09:00,7.0,61,994.0,61,4.3,521.0,Praha
2026-04-11T10:00,8.6,54,993.6,52,5.4,593.0,Praha
2026-04-11T11:00,10.1,45,993.2,52,6.2,642.0,Praha
2026-04-11T12:00,9.9,47,992.8,55,5.1,716.0,Praha
2026-04-11T13:00,11.5,39,992.0,46,6.5,628.0,Praha
2026-04-11T14:00,12.4,34,991.4,5,7.2,604.0,Praha
2026-04-11T15:00,12.8,30,991.0,5,8.1,478.0,Praha
2026-04-11T16:00,12.5,29,990.4,0,10.7,313.0,Praha
2026-04-11T17:00,11.6,31,990.4,38,10.6,149.0,Praha
2026-04-11T18:00,10.9,33,990.1,1,10.2,23.0,Praha
2026-04-12T05:00,4.6,51,990.7,63,3.4,11.0,Praha
2026-04-12T06:00,5.7,51,990.8,100,5.7,112.0,Praha
2026-04-12T07:00,7.5,44,991.0,100,4.9,183.0,Praha
2026-04-12T08:00,8.2,41,990.9,100,5.6,140.0,Praha
2026-04-12T09:00,9.0,40,991.1,100,3.6,146.0,Praha
2026-04-12T10:00,9.6,39,991.1,100,4.2,154.0,Praha
2026-04-12T11:00,10.2,39,990.9,100,6.1,150.0,Praha
2026-04-12T12:00,9.9,42,990.4,99,5.8,233.0,Praha
2026-04-12T13:00,11.9,40,990.1,100,5.1,372.0,Praha
2026-04-12T14:00,11.4,44,989.9,100,5.1,103.0,Praha
2026-04-12T15:00,12.0,45,989.8,100,6.1,154.0,Praha
2026-04-12T16:00,12.1,47,989.7,100,7.0,122.0,Praha
2026-04-12T17:00,11.1,56,989.9,100,7.0,38.0,Praha
2026-04-12T18:00,10.9,55,989.9,100,8.2,7.0,Praha
2026-04-13T05:00,7.3,66,987.3,79,10.6,17.0,Praha
2026-04-13T06:00,7.2,75,987.3,100,10.8,116.0,Praha
2026-04-13T07:00,8.8,70,987.4,100,11.7,155.0,Praha
2026-04-13T08:00,10.3,58,987.2,100,11.0,196.0,Praha
2026-04-13T09:00,13.4,43,986.9,100,14.6,424.0,Praha
2026-04-13T10:00,16.3,33,986.0,100,16.5,635.0,Praha
2026-04-13T11:00,17.2,32,985.5,100,17.9,586.0,Praha
2026-04-13T12:00,16.6,31,986.0,100,17.3,650.0,Praha
2026-04-13T13:00,17.5,30,985.7,100,18.3,614.0,Praha
2026-04-13T14:00,17.6,29,985.4,100,18.3,517.0,Praha
2026-04-13T15:00,17.9,29,985.0,98,18.3,409.0,Praha
2026-04-13T16:00,17.1,31,984.9,98,18.3,280.0,Praha
2026-04-13T17:00,16.1,32,985.0,100,15.2,131.0,Praha
2026-04-13T18:00,14.6,36,985.3,51,11.7,13.0,Praha
2026-04-14T05:00,9.6,60,988.0,48,5.6,16.0,Praha
2026-04-14T06:00,10.7,54,988.8,52,3.2,135.0,Praha
2026-04-14T07:00,12.9,47,989.3,33,3.5,285.0,Praha
2026-04-14T08:00,14.4,45,989.8,62,4.7,421.0,Praha
2026-04-14T09:00,15.8,43,990.2,92,2.9,500.0,Praha
2026-04-14T10:00,17.0,40,990.3,99,1.6,580.0,Praha
2026-04-14T11:00,18.4,38,990.4,91,2.9,591.0,Praha
2026-04-14T12:00,17.5,40,990.9,88,4.4,534.0,Praha
2026-04-14T13:00,18.2,39,991.1,98,6.7,496.0,Praha
2026-04-14T14:00,15.2,50,991.6,100,15.4,271.0,Praha
2026-04-14T15:00,14.9,51,992.0,62,7.2,210.0,Praha
2026-04-14T16:00,15.8,48,992.2,66,5.7,172.0,Praha
2026-04-14T17:00,15.0,52,992.8,46,7.8,77.0,Praha
2026-04-14T18:00,12.8,61,994.2,91,6.5,21.0,Praha
2026-04-15T05:00,8.9,84,997.2,100,8.3,16.0,Praha
2026-04-15T06:00,9.4,80,997.7,100,9.0,78.0,Praha
2026-04-15T07:00,10.1,76,998.0,100,7.6,130.0,Praha
2026-04-15T08:00,11.1,70,998.3,100,6.8,236.0,Praha
2026-04-15T09:00,11.9,66,998.4,100,6.3,275.0,Praha
2026-04-15T10:00,13.1,60,997.8,59,5.2,369.0,Praha
2026-04-15T11:00,14.4,54,997.2,55,5.1,480.0,Praha
2026-04-15T12:00,14.2,56,997.2,100,4.6,558.0,Praha
2026-04-15T13:00,15.6,51,996.6,100,3.7,442.0,Praha
2026-04-15T14:00,15.6,50,996.0,100,2.4,291.0,Praha
2026-04-15T15:00,15.9,49,995.6,97,1.9,247.0,Praha
2026-04-15T16:00,15.9,49,995.4,100,2.4,129.0,Praha
2026-04-15T17:00,15.6,50,995.1,100,2.9,63.0,Praha
2026-04-15T18:00,14.9,53,995.1,99,3.4,13.0,Praha
2026-04-16T05:00,10.2,76,994.5,100,8.2,15.0,Praha
2026-04-16T06:00,11.0,74,995.0,100,7.7,53.0,Praha
2026-04-16T07:00,12.2,68,995.3,100,5.9,94.0,Praha
2026-04-16T08:00,13.6,63,995.4,100,7.3,153.0,Praha
2026-04-16T09:00,15.0,57,995.5,91,9.7,259.0,Praha
2026-04-16T10:00,16.1,52,995.2,34,9.9,333.0,Praha
2026-04-16T11:00,18.1,42,995.1,42,9.6,635.0,Praha
2026-04-16T12:00,18.0,43,994.9,36,8.5,638.0,Praha
2026-04-16T13:00,19.2,36,994.9,44,10.0,520.0,Praha
2026-04-16T14:00,19.6,33,994.5,69,10.6,423.0,Praha
2026-04-16T15:00,19.6,33,994.3,32,9.6,340.0,Praha
2026-04-16T16:00,19.7,31,994.2,96,6.4,229.0,Praha
2026-04-16T17:00,19.1,31,994.2,100,9.7,96.0,Praha
2026-04-16T18:00,18.0,35,994.6,100,8.0,20.0,Praha
2026-01-01T08:00,0.3,84,985.8,100,12.1,32.0,Brno
2026-01-01T09:00,0.6,81,985.5,100,12.0,82.0,Brno
2026-01-01T10:00,0.5,80,984.8,100,13.5,102.0,Brno
2026-01-01T11:00,0.6,77,983.9,97,14.8,185.0,Brno
2026-01-01T12:00,1.5,75,982.4,100,13.7,253.0,Brno
2026-01-01T13:00,1.2,76,981.5,88,12.8,199.0,Brno
2026-01-01T14:00,0.8,77,981.0,100,11.3,143.0,Brno
2026-01-01T15:00,-0.3,81,980.0,100,11.2,37.0,Brno
2026-01-02T08:00,0.9,70,974.9,100,16.2,20.0,Brno
2026-01-02T09:00,1.5,68,974.8,100,15.5,97.0,Brno
2026-01-02T10:00,2.7,65,974.5,100,15.8,158.0,Brno
2026-01-02T11:00,3.0,67,973.9,100,17.8,151.0,Brno
2026-01-02T12:00,2.7,72,973.6,100,19.0,137.0,Brno
2026-01-02T13:00,2.7,70,973.2,48,19.1,129.0,Brno
2026-01-02T14:00,2.3,65,973.5,22,20.2,112.0,Brno
2026-01-02T15:00,1.0,66,974.0,2,18.8,41.0,Brno
2026-01-03T08:00,-1.1,69,979.3,9,14.6,51.0,Brno
2026-01-03T09:00,-0.2,63,980.2,3,13.1,156.0,Brno
2026-01-03T10:00,0.4,57,980.7,1,15.8,246.0,Brno
2026-01-03T11:00,0.9,56,980.8,20,15.7,290.0,Brno
2026-01-03T12:00,1.6,49,980.4,0,14.7,287.0,Brno
2026-01-03T13:00,1.6,50,980.0,0,13.2,242.0,Brno
2026-01-03T14:00,0.7,59,980.1,0,12.3,154.0,Brno
2026-01-03T15:00,-0.9,67,980.0,0,11.5,47.0,Brno
2026-01-04T08:00,-4.0,71,985.7,2,8.3,53.0,Brno
2026-01-04T09:00,-1.9,60,986.8,3,6.5,159.0,Brno
2026-01-04T10:00,-0.5,54,986.8,2,10.2,245.0,Brno
2026-01-04T11:00,0.0,52,986.9,1,11.9,291.0,Brno
2026-01-04T12:00,0.9,51,986.8,24,11.9,290.0,Brno
2026-01-04T13:00,0.6,52,986.8,26,13.2,237.0,Brno
2026-01-04T14:00,-0.2,57,986.8,1,11.3,145.0,Brno
2026-01-04T15:00,-1.5,64,987.0,3,6.3,45.0,Brno
2026-01-05T08:00,-4.8,68,990.2,99,7.0,50.0,Brno
2026-01-05T09:00,-3.4,63,990.5,100,4.9,136.0,Brno
2026-01-05T10:00,-2.2,59,990.3,100,4.2,181.0,Brno
2026-01-05T11:00,-1.2,57,989.8,100,4.1,199.0,Brno
2026-01-05T12:00,-1.2,62,989.3,100,4.6,159.0,Brno
2026-01-05T13:00,-1.4,63,988.7,100,3.9,84.0,Brno
2026-01-05T14:00,-1.6,65,988.7,100,2.9,40.0,Brno
2026-01-05T15:00,-2.0,69,988.7,100,1.0,11.0,Brno
2026-01-06T08:00,-5.1,67,990.3,54,8.1,49.0,Brno
2026-01-06T09:00,-3.7,59,990.8,68,8.2,154.0,Brno
2026-01-06T10:00,-2.4,51,990.7,95,9.3,233.0,Brno
2026-01-06T11:00,-1.5,45,990.6,100,9.3,268.0,Brno
2026-01-06T12:00,-1.8,48,990.4,100,7.9,178.0,Brno
2026-01-06T13:00,-1.8,48,989.9,100,8.5,104.0,Brno
2026-01-06T14:00,-2.0,50,989.9,100,7.9,58.0,Brno
2026-01-06T15:00,-2.5,54,990.5,100,6.3,18.0,Brno
2026-01-07T08:00,-5.2,71,991.8,31,8.6,48.0,Brno
2026-01-07T09:00,-3.9,64,991.9,24,9.5,155.0,Brno
2026-01-07T10:00,-2.8,55,991.3,95,9.6,228.0,Brno
2026-01-07T11:00,-2.2,53,990.9,100,8.0,252.0,Brno
2026-01-07T12:00,-2.5,55,990.5,100,11.0,234.0,Brno
2026-01-07T13:00,-2.8,54,989.7,98,10.4,137.0,Brno
2026-01-07T14:00,-3.0,54,989.5,95,9.4,87.0,Brno
2026-01-07T15:00,-3.5,57,989.2,97,9.1,35.0,Brno
2026-01-08T08:00,-7.8,67,986.8,0,9.1,58.0,Brno
2026-01-08T09:00,-6.1,59,986.9,0,7.1,173.0,Brno
2026-01-08T10:00,-4.3,53,986.6,0,7.9,263.0,Brno
2026-01-08T11:00,-3.0,49,986.2,0,7.4,310.0,Brno
2026-01-08T12:00,-2.8,52,986.0,7,5.0,309.0,Brno
2026-01-08T13:00,-2.3,50,985.5,35,3.9,261.0,Brno
2026-01-08T14:00,-2.5,52,985.6,57,4.4,141.0,Brno
2026-01-08T15:00,-2.8,57,985.8,97,4.5,39.0,Brno
2026-01-09T08:00,-6.1,69,979.9,100,8.0,12.0,Brno
2026-01-09T09:00,-5.5,67,980.0,100,5.1,25.0,Brno
2026-01-09T10:00,-5.5,76,979.1,100,6.0,42.0,Brno
2026-01-09T11:00,-5.2,79,978.4,100,7.4,65.0,Brno
2026-01-09T12:00,-4.9,82,977.7,100,7.5,80.0,Brno
2026-01-09T13:00,-4.8,83,977.6,100,7.3,63.0,Brno
2026-01-09T14:00,-4.6,83,976.6,100,8.8,46.0,Brno
2026-01-09T15:00,-4.4,83,976.5,100,8.0,15.0,Brno
2026-01-10T08:00,-4.6,88,977.7,100,4.8,23.0,Brno
2026-01-10T09:00,-4.0,87,978.2,100,7.0,42.0,Brno
2026-01-10T10:00,-3.5,86,978.6,100,9.4,54.0,Brno
2026-01-10T11:00,-3.6,82,978.7,100,10.9,105.0,Brno
2026-01-10T12:00,-4.2,80,979.2,100,10.6,142.0,Brno
2026-01-10T13:00,-4.5,76,979.8,100,7.3,85.0,Brno
2026-01-10T14:00,-4.6,74,980.8,100,8.2,64.0,Brno
2026-01-10T15:00,-4.9,77,981.8,99,8.1,25.0,Brno
2026-01-10T16:00,-5.2,78,982.9,100,9.0,1.0,Brno
2026-01-11T08:00,-5.1,79,992.7,100,24.2,41.0,Brno
2026-01-11T09:00,-4.9,77,993.2,91,22.7,111.0,Brno
2026-01-11T10:00,-4.8,76,993.6,92,23.0,200.0,Brno
2026-01-11T11:00,-4.7,73,993.5,99,22.2,234.0,Brno
2026-01-11T12:00,-4.2,73,993.5,99,17.4,213.0,Brno
2026-01-11T13:00,-4.1,67,993.8,100,18.4,188.0,Brno
2026-01-11T14:00,-4.4,64,994.0,95,20.8,128.0,Brno
2026-01-11T15:00,-5.1,64,994.2,57,20.4,50.0,Brno
2026-01-11T16:00,-5.7,64,994.9,37,20.7,1.0,Brno
2026-01-12T07:00,-11.8,72,995.6,41,6.6,1.0,Brno
2026-01-12T08:00,-11.0,70,996.0,91,5.0,62.0,Brno
2026-01-12T09:00,-8.6,67,995.9,100,2.2,141.0,Brno
2026-01-12T10:00,-6.8,61,995.9,100,2.2,181.0,Brno
2026-01-12T11:00,-6.2,61,995.5,100,3.5,188.0,Brno
2026-01-12T12:00,-6.1,59,995.5,100,4.5,180.0,Brno
2026-01-12T13:00,-5.8,61,995.0,100,2.5,130.0,Brno
2026-01-12T14:00,-5.8,65,994.5,100,1.8,82.0,Brno
2026-01-12T15:00,-5.9,64,994.0,100,3.0,30.0,Brno
2026-01-12T16:00,-5.8,64,993.9,100,3.5,1.0,Brno
2026-01-13T08:00,-2.8,96,990.7,100,6.6,15.0,Brno
2026-01-13T09:00,-2.0,95,991.3,100,4.8,48.0,Brno
2026-01-13T10:00,-1.5,95,991.7,100,4.7,80.0,Brno
2026-01-13T11:00,-0.9,96,991.8,100,5.0,113.0,Brno
2026-01-13T12:00,-1.6,97,992.1,100,5.5,102.0,Brno
2026-01-13T13:00,-1.5,99,992.5,100,4.6,88.0,Brno
2026-01-13T14:00,-1.2,100,992.6,100,1.8,73.0,Brno
2026-01-13T15:00,-1.8,99,992.6,98,1.3,48.0,Brno
2026-01-13T16:00,-3.2,99,992.9,99,0.7,2.0,Brno
2026-01-14T08:00,-1.9,96,994.9,100,9.6,20.0,Brno
2026-01-14T09:00,-1.7,95,995.1,100,8.5,58.0,Brno
2026-01-14T10:00,-1.5,95,995.3,100,8.7,86.0,Brno
2026-01-14T11:00,-1.1,93,994.7,100,9.7,103.0,Brno
2026-01-14T12:00,-1.4,93,994.5,100,9.0,117.0,Brno
2026-01-14T13:00,-1.4,92,994.1,100,9.2,79.0,Brno
2026-01-14T14:00,-1.0,91,994.2,100,8.3,75.0,Brno
2026-01-14T15:00,-1.0,92,994.1,100,7.1,34.0,Brno
2026-01-14T16:00,-1.5,93,994.4,100,5.9,2.0,Brno
2026-01-15T08:00,-1.5,93,995.9,100,2.5,15.0,Brno
2026-01-15T09:00,-0.8,92,996.3,100,2.2,54.0,Brno
2026-01-15T10:00,-0.3,91,996.3,100,3.1,92.0,Brno
2026-01-15T11:00,0.0,90,996.1,100,3.6,107.0,Brno
2026-01-15T12:00,-0.3,91,995.9,100,4.0,160.0,Brno
2026-01-15T13:00,-0.3,91,995.4,100,4.1,92.0,Brno
2026-01-15T14:00,-0.3,90,995.3,100,3.3,114.0,Brno
2026-01-15T15:00,-1.5,94,995.3,100,3.6,49.0,Brno
2026-01-15T16:00,-2.3,95,995.5,100,4.0,2.0,Brno
2026-01-16T08:00,0.4,96,997.8,100,5.1,22.0,Brno
2026-01-16T09:00,0.6,96,998.6,100,2.5,47.0,Brno
2026-01-16T10:00,0.9,95,999.1,100,3.3,85.0,Brno
2026-01-16T11:00,1.1,94,999.0,100,2.9,79.0,Brno
2026-01-16T12:00,1.6,92,998.9,100,7.4,109.0,Brno
2026-01-16T13:00,1.6,91,998.8,100,7.8,85.0,Brno
2026-01-16T14:00,1.8,91,998.9,100,8.7,62.0,Brno
2026-01-16T15:00,1.5,94,999.1,100,8.4,21.0,Brno
2026-01-16T16:00,1.2,95,999.4,100,8.2,1.0,Brno
2026-01-17T07:00,1.8,98,1001.0,100,15.5,1.0,Brno
2026-01-17T08:00,1.9,96,1001.5,100,15.4,28.0,Brno
2026-01-17T09:00,2.3,93,1002.2,95,15.3,75.0,Brno
2026-01-17T10:00,2.9,89,1002.4,85,17.2,152.0,Brno
2026-01-17T11:00,3.5,83,1002.3,75,18.5,197.0,Brno
2026-01-17T12:00,3.8,79,1002.2,59,16.3,228.0,Brno
2026-01-17T13:00,4.1,76,1002.2,99,16.2,216.0,Brno
2026-01-17T14:00,3.6,78,1002.5,60,17.6,124.0,Brno
2026-01-17T15:00,2.7,82,1002.9,29,16.0,64.0,Brno
2026-01-17T16:00,1.6,85,1003.3,10,14.0,3.0,Brno
2026-01-18T07:00,-2.5,85,1006.8,2,12.0,2.0,Brno
2026-01-18T08:00,-1.5,74,1007.3,0,12.1,73.0,Brno
2026-01-18T09:00,-0.2,64,1007.7,4,11.3,193.0,Brno
2026-01-18T10:00,0.8,61,1007.7,5,11.1,281.0,Brno
2026-01-18T11:00,1.4,63,1007.2,8,11.1,318.0,Brno
2026-01-18T12:00,1.8,67,1006.9,20,12.6,326.0,Brno
2026-01-18T13:00,2.1,67,1006.5,5,11.8,256.0,Brno
2026-01-18T14:00,1.8,69,1006.6,1,11.9,198.0,Brno
2026-01-18T15:00,0.4,75,1006.7,1,10.6,86.0,Brno
2026-01-18T16:00,-1.0,82,1006.8,2,10.4,5.0,Brno
2026-01-19T07:00,-5.3,87,1009.2,100,14.6,1.0,Brno
2026-01-19T08:00,-5.2,84,1009.3,100,14.9,26.0,Brno
2026-01-19T09:00,-4.8,79,1009.7,100,15.1,79.0,Brno
2026-01-19T10:00,-4.2,74,1009.5,100,15.3,136.0,Brno
2026-01-19T11:00,-3.2,69,1009.1,63,16.6,216.0,Brno
2026-01-19T12:00,-3.0,74,1009.1,100,17.1,267.0,Brno
2026-01-19T13:00,-2.8,75,1008.9,100,17.1,142.0,Brno
2026-01-19T14:00,-2.8,74,1008.7,100,16.3,109.0,Brno
2026-01-19T15:00,-3.1,77,1008.6,97,16.2,47.0,Brno
2026-01-19T16:00,-3.5,79,1008.4,24,13.7,4.0,Brno
2026-01-20T07:00,-6.6,86,1006.0,100,14.7,1.0,Brno
2026-01-20T08:00,-6.4,84,1006.0,100,14.5,36.0,Brno
2026-01-20T09:00,-5.8,79,1005.8,100,15.7,102.0,Brno
2026-01-20T10:00,-4.9,74,1005.2,100,16.2,171.0,Brno
2026-01-20T11:00,-4.3,70,1004.4,99,17.1,212.0,Brno
2026-01-20T12:00,-2.6,69,1003.5,85,18.8,265.0,Brno
2026-01-20T13:00,-2.2,68,1003.0,66,17.3,238.0,Brno
2026-01-20T14:00,-2.5,69,1002.5,52,15.7,156.0,Brno
2026-01-20T15:00,-3.2,72,1001.9,32,13.7,81.0,Brno
2026-01-20T16:00,-4.0,76,1001.6,36,13.8,6.0,Brno
2026-01-21T07:00,-6.2,86,993.9,88,9.5,2.0,Brno
2026-01-21T08:00,-5.6,82,993.5,51,10.1,52.0,Brno
2026-01-21T09:00,-4.3,69,992.8,0,9.0,158.0,Brno
2026-01-21T10:00,-2.8,59,991.8,1,9.3,295.0,Brno
2026-01-21T11:00,-1.5,51,990.7,2,11.5,353.0,Brno
2026-01-21T12:00,-0.9,55,989.9,2,11.7,351.0,Brno
2026-01-21T13:00,-0.6,53,988.6,1,11.7,310.0,Brno
2026-01-21T14:00,-0.8,54,987.7,1,12.3,217.0,Brno
2026-01-21T15:00,-1.5,58,986.9,0,12.1,99.0,Brno
2026-01-21T16:00,-2.8,63,986.7,0,11.1,8.0,Brno
2026-01-22T07:00,-6.2,82,978.9,19,8.7,3.0,Brno
2026-01-22T08:00,-4.7,78,979.1,91,10.4,67.0,Brno
2026-01-22T09:00,-3.7,76,979.0,100,10.6,118.0,Brno
2026-01-22T10:00,-2.8,73,978.8,100,11.8,141.0,Brno
2026-01-22T11:00,-2.2,73,978.4,100,13.0,139.0,Brno
2026-01-22T12:00,-2.3,71,978.4,100,11.2,170.0,Brno
2026-01-22T13:00,-1.8,69,978.3,100,10.7,175.0,Brno
2026-01-22T14:00,-1.8,69,978.3,100,8.9,108.0,Brno
2026-01-22T15:00,-2.0,71,978.2,100,8.3,45.0,Brno
